City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Sisimiut,GL,2021-10-19 22:49:29,66.9395,-53.6735,30.29,57,100,6.98
284,Algiers,DZ,2021-10-19 22:46:25,36.7525,3.042,57.02,63,0,2.3
285,Wana,PK,2021-10-19 22:49:29,32.2989,69.5725,63.3,13,0,6.33
286,Waddan,LY,2021-10-19 22:49:30,29.1614,16.139,68.32,58,84,20.78
287,Kiama,AU,2021-10-19 22:49:30,-34.6833,150.8667,65.57,78,25,1.01
288,Kudahuvadhoo,MV,2021-10-19 22:49:30,2.6708,72.8944,81.9,76,18,11.83
289,Nizhniy Kuranakh,RU,2021-10-19 22:49:31,58.8353,125.4869,29.79,95,100,9.22
290,Vanavara,RU,2021-10-19 22:49:31,60.34,102.2797,34.43,92,99,7.7
291,Cartagena,CO,2021-10-19 22:49:18,10.3997,-75.5144,80.22,94,75,8.05
292,Belaya Gora,RU,2021-10-19 22:49:32,68.5333,146.4167,-7.82,98,60,5.17
293,Pangoa,PE,2021-10-19 22:49:32,-12.1167,-73.0,69.3,98,100,2.15
294,Dhidhdhoo,MV,2021-10-19 22:49:33,6.8833,73.1,81.54,74,100,13.82
295,Fayaoue,NC,2021-10-19 22:49:33,-20.65,166.5333,75.61,82,100,6.22
296,Bocas Del Toro,PA,2021-10-19 22:49:33,9.3333,-82.25,81.07,77,94,2.55
297,Talara,PE,2021-10-19 22:49:34,-4.5772,-81.2719,68.76,73,0,13.8
298,Nago,JP,2021-10-19 22:49:34,26.5881,127.9761,75.36,67,99,12.73
299,Mutsu,JP,2021-10-19 22:49:34,41.2894,141.2169,55.0,80,100,2.8
300,Severobaykalsk,RU,2021-10-19 22:49:35,55.65,109.3167,30.22,84,72,1.45
301,Chuy,UY,2021-10-19 22:49:35,-33.6971,-53.4616,56.39,77,25,8.57
302,Santa Rosa,PH,2021-10-19 22:49:36,14.3122,121.1114,81.86,79,65,8.14
303,Zheleznodorozhnyy,RU,2021-10-19 22:49:36,55.7503,38.0042,36.36,77,99,8.19
304,Teahupoo,PF,2021-10-19 22:49:36,-17.8333,-149.2667,80.56,79,99,16.89
305,Margate,GB,2021-10-19 22:49:37,51.3813,1.3862,64.26,77,100,3.0
306,Longyearbyen,SJ,2021-10-19 22:49:37,78.2186,15.6401,12.04,73,20,10.36
307,Ambon,ID,2021-10-19 22:49:38,-3.6954,128.1814,82.54,89,40,1.14
308,Sao Filipe,CV,2021-10-19 22:49:38,14.8961,-24.4956,80.02,70,0,2.53
309,Port Augusta,AU,2021-10-19 22:49:39,-32.5,137.7667,71.74,22,100,13.87
310,Padang,ID,2021-10-19 22:49:39,-0.9492,100.3543,73.45,88,99,3.04
311,Kadoma,JP,2021-10-19 22:49:39,34.7333,135.5833,60.78,57,40,6.91
312,Roald,NO,2021-10-19 22:49:40,62.5833,6.1333,52.9,93,75,10.36
313,Yulara,AU,2021-10-19 22:49:40,-25.2406,130.9889,80.44,22,3,2.3
314,Ahipara,NZ,2021-10-19 22:49:40,-35.1667,173.1667,66.4,57,89,1.32
315,Sao Joao Da Barra,BR,2021-10-19 22:49:41,-21.6403,-41.0511,69.17,90,100,18.19
316,Saint George,US,2021-10-19 22:49:18,37.1041,-113.5841,70.27,27,1,1.99
317,Tubuala,PA,2021-10-19 22:49:41,9.5167,-79.0333,80.71,78,64,2.89
318,Axim,GH,2021-10-19 22:49:42,4.8699,-2.2405,77.95,87,100,6.08
319,Arroio Grande,BR,2021-10-19 22:49:42,-32.2375,-53.0869,55.74,83,30,7.47
320,Buchanan,LR,2021-10-19 22:49:43,5.8808,-10.0467,77.27,88,72,4.34
321,Ilulissat,GL,2021-10-19 22:49:43,69.2167,-51.1,35.62,44,100,6.91
322,Port Hedland,AU,2021-10-19 22:49:43,-20.3167,118.5667,73.45,56,97,6.91
323,Ylojarvi,FI,2021-10-19 22:49:44,61.5563,23.5961,34.5,91,90,12.66
324,Lukulu,ZM,2021-10-19 22:49:44,-14.3707,23.242,70.36,66,41,5.59
325,Manaure,CO,2021-10-19 22:49:44,11.7751,-72.4445,86.32,66,29,15.77
326,Iranshahr,IR,2021-10-19 22:49:45,27.2025,60.6848,77.79,23,0,2.35
327,Kingston,JM,2021-10-19 22:49:45,17.997,-76.7936,79.75,91,40,1.01
328,Omboue,GA,2021-10-19 22:49:46,-1.5746,9.2618,75.58,85,92,5.08
329,Mangrol,IN,2021-10-19 22:49:46,21.1167,70.1167,78.37,68,2,5.39
330,Touros,BR,2021-10-19 22:49:46,-5.1989,-35.4608,79.7,80,47,15.59
331,Vila Franca Do Campo,PT,2021-10-19 22:49:47,37.7167,-25.4333,64.81,74,0,2.8
332,Saint-Avold,FR,2021-10-19 22:49:47,49.1027,6.7006,59.43,94,26,10.04
333,Sai Buri,TH,2021-10-19 22:49:47,6.7013,101.6168,78.08,86,82,0.49
334,Byron Bay,AU,2021-10-19 22:49:48,-28.65,153.6167,76.05,69,9,2.17
335,Vanderhoof,CA,2021-10-19 22:49:48,54.0166,-124.0198,45.46,70,94,2.86
336,Itarema,BR,2021-10-19 22:49:48,-2.9248,-39.9167,79.77,82,29,13.91
337,Palembang,ID,2021-10-19 22:49:49,-2.9167,104.7458,77.09,94,40,0.0
338,Ndele,CF,2021-10-19 22:49:49,8.4109,20.6473,70.77,91,100,3.38
339,Brae,GB,2021-10-19 22:49:49,60.3964,-1.353,51.71,98,100,13.22
340,Saint Simons,US,2021-10-19 22:49:50,31.1352,-81.3901,75.02,64,1,5.75
341,Muroto,JP,2021-10-19 22:49:50,33.2833,134.15,59.04,59,99,14.12
342,Saint-Pierre,RE,2021-10-19 22:49:51,-21.3393,55.4781,71.28,74,75,3.44
343,Talnakh,RU,2021-10-19 22:49:51,69.4865,88.3972,29.57,96,100,8.37
344,Shumskiy,RU,2021-10-19 22:49:52,54.8318,99.1328,29.86,88,56,3.38
345,Guarapari,BR,2021-10-19 22:49:52,-20.6667,-40.4975,71.49,95,100,14.14
346,Hasaki,JP,2021-10-19 22:49:52,35.7333,140.8333,57.6,80,14,11.32
347,Svetlyy,RU,2021-10-19 22:49:53,54.675,20.1347,50.05,87,100,16.26
348,Fuerte Olimpo,PY,2021-10-19 22:49:53,-21.0415,-57.8738,72.3,39,1,5.5
349,Togur,RU,2021-10-19 22:49:54,58.3631,82.8265,39.79,89,83,8.12
350,Loandjili,CG,2021-10-19 22:49:54,-4.7561,11.8578,77.11,88,90,8.05
351,Mpika,ZM,2021-10-19 22:49:54,-11.8343,31.4529,64.49,68,83,6.85
352,Jatiroto,ID,2021-10-19 22:49:55,-7.8833,111.1167,75.4,88,100,4.41
353,Voh,NC,2021-10-19 22:49:55,-20.9667,164.7,80.29,72,100,2.42
354,Westport,US,2021-10-19 22:49:56,41.1415,-73.3579,66.02,55,1,5.99
355,Khalkhal,IR,2021-10-19 22:49:56,37.6189,48.5258,45.18,85,41,3.09
356,The Pas,CA,2021-10-19 22:49:57,53.8251,-101.2541,42.82,49,20,8.05
357,Stokmarknes,NO,2021-10-19 22:49:57,68.5646,14.9108,39.49,54,100,13.53
358,Arbazh,RU,2021-10-19 22:49:57,57.6804,48.3065,32.43,85,85,4.88
359,Jinxiang,CN,2021-10-19 22:49:58,27.4327,120.6062,61.16,90,100,9.28
360,San Martin,AR,2021-10-19 22:49:58,-33.081,-68.4681,84.74,14,0,10.22
361,Abu Dhabi,AE,2021-10-19 22:49:59,24.4667,54.3667,84.31,65,0,1.14
362,Alta Floresta,BR,2021-10-19 22:49:59,-9.8756,-56.0861,76.51,74,98,3.76
363,Shieli,KZ,2021-10-19 22:49:59,44.1667,66.75,53.71,29,100,5.61
364,Tias,ES,2021-10-19 22:50:00,28.9611,-13.645,69.55,83,20,14.97
365,Chapais,CA,2021-10-19 22:47:45,49.7834,-74.8492,40.78,92,100,5.35
366,Kamenka,RU,2021-10-19 22:50:00,51.3223,42.7678,35.24,80,90,8.72
367,Santo Nino,PH,2021-10-19 22:50:01,6.435,124.6975,76.66,88,100,0.78
368,Krasnyy Oktyabr,RU,2021-10-19 22:50:02,56.1167,38.8833,35.19,85,100,6.93
369,Lianran,CN,2021-10-19 22:50:03,24.9227,102.485,59.54,99,74,3.51
370,Shanghai,CN,2021-10-19 22:48:17,31.2222,121.4581,60.67,68,100,15.66
371,Manyana,BW,2021-10-19 22:50:04,-23.4,21.7167,62.24,59,46,18.07
372,Rawson,AR,2021-10-19 22:50:04,-43.3002,-65.1023,65.57,43,1,16.08
373,Amapa,BR,2021-10-19 22:50:05,1.0,-52.0,80.56,53,68,0.85
374,Puerto Del Rosario,ES,2021-10-19 22:50:06,28.5004,-13.8627,71.35,88,100,8.05
375,Kavieng,PG,2021-10-19 22:50:07,-2.5744,150.7967,84.56,71,90,10.29
376,Siderno,IT,2021-10-19 22:50:07,38.2779,16.302,63.84,71,0,5.19
377,Speightstown,BB,2021-10-19 22:50:08,13.25,-59.65,83.01,68,22,13.62
378,Iturama,BR,2021-10-19 22:50:09,-19.7281,-50.1956,70.74,91,98,3.33
379,Balestrand,NO,2021-10-19 22:50:09,61.2076,6.5334,49.15,98,100,3.85
380,Kalevala,RU,2021-10-19 22:50:09,65.2,31.1667,28.18,75,100,3.2
381,Dospat,BG,2021-10-19 22:50:10,41.65,24.1667,42.1,88,79,0.83
382,Zyryanovsk,KZ,2021-10-19 22:50:10,49.7386,84.2719,35.47,61,4,2.19
383,Coahuayana,MX,2021-10-19 22:45:23,18.7333,-103.6833,85.89,71,48,4.81
384,Constitucion,CL,2021-10-19 22:48:05,-35.3333,-72.4167,54.95,83,13,3.96
385,Lashio,MM,2021-10-19 22:50:11,22.9333,97.75,65.17,99,74,0.74
386,Ciudad Bolivar,VE,2021-10-19 22:50:11,8.1222,-63.5497,85.12,62,97,6.71
387,Tigil,RU,2021-10-19 22:50:11,57.8,158.6667,24.35,83,100,15.23
388,Rundu,NA,2021-10-19 22:50:12,-17.9333,19.7667,71.49,63,90,9.93
389,Kiruna,SE,2021-10-19 22:50:12,67.8557,20.2251,16.72,93,90,4.61
390,Bambanglipuro,ID,2021-10-19 22:50:13,-7.95,110.2833,77.88,86,100,3.04
391,Bay Roberts,CA,2021-10-19 22:50:13,47.5999,-53.2648,51.55,91,62,3.76
392,Itaituba,BR,2021-10-19 22:50:13,-4.2761,-55.9836,79.57,76,95,3.53
393,Samarai,PG,2021-10-19 22:50:14,-10.6167,150.6667,83.3,75,75,7.74
394,San Carlos,VE,2021-10-19 22:50:14,9.6612,-68.5827,81.55,69,49,1.32
395,Ust-Omchug,RU,2021-10-19 22:50:14,61.15,149.6333,-10.57,97,52,0.78
396,Maues,BR,2021-10-19 22:50:15,-3.3836,-57.7186,82.36,62,66,1.45
397,Qaqortoq,GL,2021-10-19 22:50:15,60.7167,-46.0333,37.45,44,0,5.91
398,Anadyr,RU,2021-10-19 22:50:16,64.75,177.4833,27.1,92,75,13.0
399,North Bend,US,2021-10-19 22:50:16,43.4065,-124.2243,60.85,79,1,5.75
400,Charters Towers,AU,2021-10-19 22:50:17,-20.1,146.2667,81.14,55,80,7.27
401,Ostrogozhsk,RU,2021-10-19 22:50:17,50.8664,39.0756,37.6,72,97,10.67
402,Newport,GB,2021-10-19 22:50:17,51.5877,-2.9984,62.64,94,100,12.3
403,Boundiali,CI,2021-10-19 22:50:18,9.5217,-6.4869,76.73,78,95,1.95
404,Zambezi,ZM,2021-10-19 22:50:18,-13.5432,23.1047,69.51,69,85,7.11
405,Xinglongshan,CN,2021-10-19 22:50:18,43.9561,125.4661,33.93,50,0,6.71
406,Santo Domingo,DO,2021-10-19 22:48:28,18.5001,-69.9886,83.84,79,75,0.0
407,General Roca,AR,2021-10-19 22:50:19,-39.0333,-67.5833,84.6,18,0,12.88
408,Ninghai,CN,2021-10-19 22:50:19,29.2892,121.4247,62.28,95,100,5.12
409,Almaznyy,RU,2021-10-19 22:50:20,48.0448,40.045,33.94,62,28,7.52
410,Barinas,VE,2021-10-19 22:50:20,8.6226,-70.2075,98.29,77,41,0.54
411,Acapulco,MX,2021-10-19 22:47:47,16.8634,-99.8901,83.16,78,69,4.14
412,La Sarre,CA,2021-10-19 22:50:21,48.8002,-79.1996,50.22,80,0,5.99
413,Savannah Bight,HN,2021-10-19 22:50:21,16.45,-85.85,82.99,76,69,18.12
414,Arlit,NE,2021-10-19 22:50:21,18.7369,7.3853,89.47,13,92,7.11
415,Sinnamary,GF,2021-10-19 22:50:22,5.3833,-52.95,78.87,83,93,6.93
416,Balkanabat,TM,2021-10-19 22:50:22,39.5108,54.3671,62.31,52,99,6.51
417,Tamandare,BR,2021-10-19 22:48:22,-8.7597,-35.1047,77.41,83,100,9.71
418,Guerrero Negro,MX,2021-10-19 22:50:22,27.9769,-114.0611,68.76,58,6,17.07
419,Rio Grande,BR,2021-10-19 22:49:32,-32.035,-52.0986,59.9,70,6,11.99
420,Grafton,US,2021-10-19 22:50:23,42.207,-71.6856,58.57,55,1,1.99
421,Biltine,TD,2021-10-19 22:50:23,14.5333,20.9167,86.81,15,80,18.23
422,Imbituba,BR,2021-10-19 22:50:24,-28.24,-48.6703,66.81,79,100,5.73
423,Doicesti,RO,2021-10-19 22:50:24,44.9833,25.4,46.6,99,57,3.8
424,Richmond,US,2021-10-19 22:48:50,37.5538,-77.4603,66.15,65,0,4.27
425,Neufahrn,DE,2021-10-19 22:50:25,48.25,12.4333,56.52,93,74,3.58
426,Moskovskiy,RU,2021-10-19 22:50:25,55.5991,37.355,35.91,81,75,8.95
427,Iki-Burul,RU,2021-10-19 22:50:25,45.8208,44.6472,41.4,83,8,10.13
428,Port Keats,AU,2021-10-19 22:50:26,-14.25,129.55,88.38,56,30,8.46
429,Pedernales,DO,2021-10-19 22:50:26,18.0384,-71.744,82.22,78,100,4.68
430,Isangel,VU,2021-10-19 22:50:26,-19.55,169.2667,80.71,78,100,6.91
431,Caravelas,BR,2021-10-19 22:50:27,-17.7125,-39.2481,76.24,82,26,8.59
432,Kanniyakumari,IN,2021-10-19 22:50:27,8.0833,77.5667,79.16,86,100,12.06
433,Toora-Khem,RU,2021-10-19 22:50:28,52.4675,96.11,23.99,87,33,2.28
434,San Rafael,AR,2021-10-19 22:50:28,-34.6177,-68.3301,75.09,15,0,12.24
435,Ixtapa,MX,2021-10-19 22:47:08,20.7,-105.2,87.22,79,52,3.0
436,Norman Wells,CA,2021-10-19 22:50:29,65.282,-126.8329,23.04,93,75,4.61
437,Te Anau,NZ,2021-10-19 22:50:29,-45.4167,167.7167,50.18,54,8,2.1
438,Fukue,JP,2021-10-19 22:50:29,32.6881,128.8419,64.22,54,98,14.34
439,Bowen,AU,2021-10-19 22:50:30,-20.0167,148.2333,79.02,73,46,12.19
440,Augusto Correa,BR,2021-10-19 22:50:30,-1.0217,-46.635,75.0,95,92,3.83
441,Okhotsk,RU,2021-10-19 22:50:31,59.3833,143.3,10.35,66,5,12.41
442,Blacksburg,US,2021-10-19 22:46:57,37.2296,-80.4139,64.83,69,1,0.0
443,Hambantota,LK,2021-10-19 22:50:31,6.1241,81.1185,78.53,79,97,11.61
444,Neiafu,TO,2021-10-19 22:50:31,-18.65,-173.9833,79.48,69,40,11.5
445,Vanimo,PG,2021-10-19 22:50:32,-2.6741,141.3028,79.72,87,99,4.99
446,Asyut,EG,2021-10-19 22:49:06,27.181,31.1837,72.7,44,95,13.91
447,Soe,ID,2021-10-19 22:50:32,-9.8607,124.284,74.84,63,100,2.77
448,Kieta,PG,2021-10-19 22:50:33,-6.2167,155.6333,84.83,67,91,1.7
449,Salalah,OM,2021-10-19 22:50:33,17.0151,54.0924,75.42,82,89,2.1
450,Turukhansk,RU,2021-10-19 22:50:33,65.8167,87.9833,36.9,96,100,17.94
451,Bacolod,PH,2021-10-19 22:50:34,10.6667,122.95,80.92,82,97,3.13
452,Bilibino,RU,2021-10-19 22:50:34,68.0546,166.4372,4.03,95,100,2.91
453,Kearney,US,2021-10-19 22:47:29,40.6995,-99.0815,75.76,50,1,11.99
454,Wajir,KE,2021-10-19 22:50:35,1.7471,40.0573,76.15,75,67,16.58
455,Vestmannaeyjar,IS,2021-10-19 22:50:35,63.4427,-20.2734,38.28,57,17,15.77
456,Mapastepec,MX,2021-10-19 22:50:36,15.4333,-92.9,79.5,90,94,2.26
457,Kizilskoye,RU,2021-10-19 22:50:36,52.7255,58.8937,46.08,78,100,1.86
458,Praia Da Vitoria,PT,2021-10-19 22:50:36,38.7333,-27.0667,68.25,88,20,6.87
459,Cardenas,CU,2021-10-19 22:50:37,23.0375,-81.2047,78.46,75,41,12.08
460,San Quintin,MX,2021-10-19 22:50:37,30.4833,-115.95,65.7,57,0,13.91
461,Ambulu,ID,2021-10-19 22:50:37,-8.345,113.6058,77.45,87,93,1.52
462,Lhokseumawe,ID,2021-10-19 22:50:38,5.1801,97.1507,77.94,85,100,2.82
463,Mackay,AU,2021-10-19 22:50:38,-21.15,149.2,82.69,78,75,8.05
464,Yakeshi,CN,2021-10-19 22:50:38,49.2833,120.7333,21.54,91,10,1.21
465,Tautira,PF,2021-10-19 22:50:39,-17.7333,-149.15,86.02,78,99,15.48
466,Saint Anthony,US,2021-10-19 22:48:59,45.0205,-93.218,73.92,48,1,5.75
467,Lensk,RU,2021-10-19 22:50:39,60.7253,114.9278,34.11,96,100,13.11
468,Brovst,DK,2021-10-19 22:50:40,57.0956,9.528,60.13,100,75,19.57
469,Petropavlovsk-Kamchatskiy,RU,2021-10-19 22:48:45,53.0452,158.6483,32.59,100,75,2.24
470,Maputo,MZ,2021-10-19 22:50:40,-25.9653,32.5892,62.22,75,40,1.01
471,Armeria,MX,2021-10-19 22:50:41,18.9333,-103.9667,85.86,69,36,5.57
472,Berlin,DE,2021-10-19 22:49:22,52.5244,13.4105,58.82,91,75,10.0
473,Nikolayevsk-Na-Amure,RU,2021-10-19 22:50:41,53.1406,140.73,23.4,75,61,4.41
474,Twentynine Palms,US,2021-10-19 22:50:42,34.1356,-116.0542,75.33,18,0,1.99
475,Wilmington,US,2021-10-19 22:47:14,34.2257,-77.9447,69.85,60,0,5.95
476,Ayan,RU,2021-10-19 22:50:42,56.45,138.1667,29.5,57,12,7.76
477,Tambovka,RU,2021-10-19 22:50:43,50.0969,128.0489,19.51,64,0,4.85
478,Shu,KZ,2021-10-19 22:50:43,43.5983,73.7614,53.76,43,83,6.51
479,Antalaha,MG,2021-10-19 22:50:43,-14.9003,50.2788,68.43,85,22,5.79
480,Bom Jesus Da Lapa,BR,2021-10-19 22:50:44,-13.255,-43.4181,80.29,63,63,8.68
481,Rosario,AR,2021-10-19 22:47:26,-32.9468,-60.6393,73.08,53,0,6.91
482,Broken Hill,AU,2021-10-19 22:50:44,-31.95,141.4333,62.31,31,98,18.41
483,Sherman,US,2021-10-19 22:50:45,33.6357,-96.6089,78.85,54,0,14.2
484,Kapit,MY,2021-10-19 22:50:45,2.0167,112.9333,73.85,100,100,0.74
485,Dillon,US,2021-10-19 22:50:46,34.4166,-79.3712,73.74,39,0,1.57
486,Vila,PT,2021-10-19 22:50:46,42.0304,-8.1588,58.08,81,97,5.44
487,Ulaangom,MN,2021-10-19 22:50:46,49.9811,92.0667,30.52,67,2,2.59
488,Churapcha,RU,2021-10-19 22:50:47,62.0025,132.4325,17.96,95,100,5.48
489,Gorontalo,ID,2021-10-19 22:50:47,0.5412,123.0595,78.62,85,75,1.43
490,Atar,MR,2021-10-19 22:50:48,20.5169,-13.0499,85.15,11,2,7.09
491,Oltu,TR,2021-10-19 22:50:48,40.5498,42.0013,45.9,84,99,3.76
492,Deniliquin,AU,2021-10-19 22:50:49,-35.5333,144.9667,64.06,47,1,12.26
493,Havoysund,NO,2021-10-19 22:50:49,70.9963,24.6622,27.48,74,93,7.0
494,Chicama,PE,2021-10-19 22:50:49,-7.8447,-79.1469,59.54,72,55,7.14
495,Pacific Grove,US,2021-10-19 22:48:13,36.6177,-121.9166,71.08,64,1,4.0
496,Aryanah,TN,2021-10-19 22:50:50,36.8601,10.1934,62.47,82,20,4.61
497,Puerto Madryn,AR,2021-10-19 22:46:45,-42.7692,-65.0385,64.8,48,0,11.18
498,Hun,LY,2021-10-19 22:50:50,29.1268,15.9477,68.88,55,93,16.13
499,Markova,UA,2021-10-19 22:50:51,48.6758,24.4138,41.4,85,49,6.78
500,Aswan,EG,2021-10-19 22:50:51,24.0934,32.907,75.79,33,0,13.53
501,Lubbenau,DE,2021-10-19 22:50:52,51.8667,13.9667,60.33,82,100,12.93
502,Kem,RU,2021-10-19 22:50:52,64.9555,34.5793,28.96,80,45,7.58
503,Kirovskiy,RU,2021-10-19 22:50:52,45.0917,133.5136,30.02,45,4,1.5
504,Holetown,BB,2021-10-19 22:50:53,13.1867,-59.6381,82.96,68,22,13.98
505,Bonavista,CA,2021-10-19 22:50:53,48.6499,-53.1147,50.0,85,14,8.05
506,Puerto Escondido,MX,2021-10-19 22:46:57,15.85,-97.0667,83.53,74,77,3.51
507,Honningsvag,NO,2021-10-19 22:50:54,70.9821,25.9704,31.84,69,99,4.47
508,Koumac,NC,2021-10-19 22:50:54,-20.5667,164.2833,78.71,71,100,3.11
509,Saint-Denis,FR,2021-10-19 22:50:54,48.9167,2.3333,64.15,74,0,8.05
510,Lucapa,AO,2021-10-19 22:50:55,-8.4192,20.7447,66.92,97,99,2.84
511,Pechora,RU,2021-10-19 22:50:55,65.1472,57.2244,30.58,95,98,5.82
512,Kemijarvi,FI,2021-10-19 22:50:56,66.7131,27.4306,26.89,79,100,2.82
513,Mujiayingzi,CN,2021-10-19 22:50:56,42.1167,118.7833,33.53,40,5,5.61
514,Lasa,IT,2021-10-19 22:50:57,46.6166,10.7002,58.46,82,61,1.54
515,Kitui,KE,2021-10-19 22:50:57,-1.367,38.0106,64.24,88,99,8.34
516,Ketchikan,US,2021-10-19 22:50:57,55.3422,-131.6461,55.87,26,40,16.11
517,Daye,CN,2021-10-19 22:50:58,30.0833,114.95,54.61,92,100,5.93
518,Bogandinskiy,RU,2021-10-19 22:50:58,56.8937,65.8938,46.67,58,100,4.5
519,Shihezi,CN,2021-10-19 22:50:58,44.3,86.0333,50.13,32,96,4.03
520,Port-Gentil,GA,2021-10-19 22:50:59,-0.7193,8.7815,75.16,94,75,8.05
521,Zhangzhou,CN,2021-10-19 22:50:59,24.5133,117.6556,75.15,84,85,1.36
522,Prince Rupert,CA,2021-10-19 22:50:59,54.3161,-130.3201,55.49,40,1,9.22
523,Foz,ES,2021-10-19 22:51:00,43.5692,-7.2544,70.93,55,100,9.69
524,Teguise,ES,2021-10-19 22:51:00,29.0605,-13.564,68.22,83,20,14.97
525,Shimoda,JP,2021-10-19 22:51:01,34.6667,138.95,62.1,66,9,18.14
526,Bay City,US,2021-10-19 22:48:16,43.5945,-83.8889,70.02,54,1,10.36
527,Muisne,EC,2021-10-19 22:51:01,0.6,-80.0333,80.71,83,87,7.16
528,Yinchuan,CN,2021-10-19 22:51:02,38.4681,106.2731,44.64,59,12,5.37
529,Wenling,CN,2021-10-19 22:51:03,28.3669,121.36,59.92,89,100,8.55
530,Hofn,IS,2021-10-19 22:51:03,64.2539,-15.2082,34.63,65,6,20.36
531,Umm Lajj,SA,2021-10-19 22:51:03,25.0213,37.2685,78.49,65,0,12.41
532,Kalmunai,LK,2021-10-19 22:51:04,7.4167,81.8167,79.72,81,95,4.16
533,Chifeng,CN,2021-10-19 22:51:04,42.2683,118.9636,34.56,40,1,5.39
534,Kulhudhuffushi,MV,2021-10-19 22:51:05,6.6221,73.07,81.37,73,100,13.49
535,Ponta Delgada,PT,2021-10-19 22:51:05,37.7333,-25.6667,65.12,77,20,3.44
536,Lazaro Cardenas,MX,2021-10-19 22:51:05,17.9583,-102.2,82.83,81,100,3.91
537,Plettenberg Bay,ZA,2021-10-19 22:51:06,-34.0527,23.3716,57.42,74,0,5.35
538,Aneho,TG,2021-10-19 22:51:06,6.2333,1.6,80.8,84,71,12.12
539,Dunedin,NZ,2021-10-19 22:51:06,-45.8742,170.5036,54.81,46,29,11.99
540,Kingaroy,AU,2021-10-19 22:51:07,-26.5333,151.8333,68.04,73,0,4.61
541,Andenes,NO,2021-10-19 22:51:07,69.3143,16.1194,33.78,64,100,23.02
542,Dawlatabad,AF,2021-10-19 22:51:08,36.4141,64.9053,59.43,14,93,1.48
543,Timaru,NZ,2021-10-19 22:51:08,-44.4,171.25,55.08,70,86,4.0
544,Gallup,US,2021-10-19 22:51:08,35.5281,-108.7426,61.56,27,1,3.0
545,Klyuchevskiy,RU,2021-10-19 22:51:09,53.5317,119.4519,25.21,72,82,1.83
546,Tokur,RU,2021-10-19 22:51:09,53.1333,132.9,13.44,94,95,1.86
547,Chebsara,RU,2021-10-19 22:51:09,59.2002,38.8356,31.89,90,64,7.11
548,Nakusp,CA,2021-10-19 22:51:10,50.2499,-117.8023,65.82,41,0,0.45
549,Erzin,TR,2021-10-19 22:51:10,36.9559,36.2,64.92,71,1,2.17
550,Pangnirtung,CA,2021-10-19 22:51:10,66.1451,-65.7125,32.0,93,90,3.44
551,Sitrah,BH,2021-10-19 22:51:11,26.1547,50.6206,82.4,74,0,5.01
552,Lakatoro,VU,2021-10-19 22:51:11,-16.0999,167.4164,80.08,79,99,11.83
553,Bilma,NE,2021-10-19 22:51:12,18.6853,12.9164,83.59,15,1,8.39
554,Tocopilla,CL,2021-10-19 22:51:12,-22.092,-70.1979,63.43,65,39,5.7
555,Tabou,CI,2021-10-19 22:51:12,4.423,-7.3528,77.38,88,64,6.02
556,Hamilton,US,2021-10-19 22:49:40,39.1834,-84.5333,66.15,64,1,4.61
557,Anjiang,CN,2021-10-19 22:51:13,27.3194,110.1031,54.57,96,100,3.71
558,Boca Do Acre,BR,2021-10-19 22:51:13,-8.7522,-67.3978,74.32,96,83,3.62
559,Swan Hill,AU,2021-10-19 22:51:14,-35.3378,143.5544,64.33,40,3,12.84
560,Trairi,BR,2021-10-19 22:46:55,-3.2778,-39.2689,79.79,79,32,10.71
561,Mawlaik,MM,2021-10-19 22:51:14,23.6333,94.4167,72.75,99,76,1.05
562,Tarko-Sale,RU,2021-10-19 22:51:15,64.9225,77.785,43.83,82,100,23.58
563,Grand-Lahou,CI,2021-10-19 22:51:15,5.1367,-5.0242,77.36,89,59,8.12
564,Tifton,US,2021-10-19 22:47:56,31.4505,-83.5085,76.46,54,1,3.44
565,Taltal,CL,2021-10-19 22:48:10,-25.4,-70.4833,60.12,72,33,2.91
